"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"2673",1985-11-01,"Bethel, Alaska","Air Taxi- Hermans Air Inc.
","Cessna 208","2/4(0)",2,4,0.5,"1985"
"2674",1985-11-15,"Dothan, Alabama","Military - U.S. Air Force
","Convair CV-340","4/4(0)",4,4,1,"1985"
"2675",1985-11-16,"Quinhagaki, Alaska","Air Taxi
","Piper PA-32-300","4/7(0)",4,7,0.57,"1985"
"2676",1985-11-21,"Sibyak, Indonesia","Military - Indonesian Air Force
","Lockheed C-130H Hercules","11/11(0)",11,11,1,"1985"
"2677",1985-11-24,"Luqa, Malta","EgyptAir
","Boeing B-737-266","60/103(0)",60,103,0.58,"1985"
"2678",1985-11-25,"Luassingua, Angola","Military - Angolan Air Force
","Antonov AN-26","22/22(0)",22,22,1,"1985"
"2679",1985-12-12,"Gander, Newfoundland, Canada","Arrow Airways
","McDonnell Douglas DC-8 Super 63PF","256/256(0)",256,256,1,"1985"
"2680",1985-12-30,"Nepal","Military - Royal Nepalese Air Force
","Short SC7- Skyvan","25/25(0)",25,25,1,"1985"
"2681",1985-12-31,"De Kalb, Texas","Private
","Douglas DC-3","7/9(0)",7,9,0.78,"1985"
"2682",1986-01-18,"Peten, Guatemala","Aerovias de Guatemala SA
","Sud-Aviation  Caravelle VI-N","87/87(0)",87,87,1,"1986"
"2683",1986-01-21,"Ellendale, Minnesota","Air Taxi
","Bell 296B","3/3(0)",3,3,1,"1986"
"2684",1986-01-28,"Sao Paulo, Brazil","VASP
","Boeing B-737-2A1","1/72(0)",1,72,0.01,"1986"
"2685",1986-01-29,"Las Lomitas, Mexico","Aerocalifornia
","Douglas DC-3A-178","21/21(0)",21,21,1,"1986"
"2686",1986-02-05,"Kasongo, Zaire","GLM Aviation
","Lockheed L-188AF Electra","2/14(0)",2,14,0.14,"1986"
"2687",1986-02-16,"Makung, Taiwan","China Airlines (Taiwan)
","Boeing B-737-281","13/13(0)",13,13,1,"1986"
"2688",1986-03-02,"Bugulma, Russia","Aeroflot
","Antonov AN-24B","38/38(0)",38,38,1,"1986"
"2689",1986-03-03,"Bern, Switzerland","Taxair
","Cessna 425 Conquest","8/8(0)",8,8,1,"1986"
"2690",1986-03-13,"Alpena, Michigan","Simmons Airlines
","Embraer 110P1 Bandeirante","3/9(0)",3,9,0.33,"1986"
"2691",1986-03-20,"Naha, Indonesia","Merpati Nusantara Airlines
","CASA 212 Aviocar 100","2/16(0)",2,16,0.12,"1986"
"2692",1986-03-22,"Jammuin, India","Military - Indian Air Force
","Antonov An-32","17/17(0)",17,17,1,"1986"
"2693",1986-03-24,"Goose Bay, Newfoundland, Canada","Goose Bay Air Services
","de Havilland Canada DHC-3 Otter","4/5(0)",4,5,0.8,"1986"
"2694",1986-03-25,"Omsk, Soviet Union","Ministerstvo Obshchestvo Mashinostroyeniya
","Antonov An-12AP","9/9(0)",9,9,1,"1986"
"2695",1986-03-27,"Bangui, Central African Republic","Military - French Air Force
","Sepecat Jaguar A","0/0(35)",0,0,NA,"1986"
"2696",1986-03-30,"Pemba, Mozambique","Military - Mozambique Air Force
","Antonov AN-26","49/54(0)",49,54,0.91,"1986"
"2697",1986-03-31,"Maravatio, Mexico","Mexicana
","Boeing B-727-264","167/167(0)",167,167,1,"1986"
"2698",1986-04-02,"Athens, Greece","Trans World Airlines
","Boeing B-727","4/121(0)",4,121,0.03,"1986"
"2699",1986-04-02,"Magdalena, New Mexico","Military - U.S. Air Force
","Lockheed HC-130P Hercules","11/11(0)",11,11,1,"1986"
"2700",1986-04-27,"Saravena, Colombia","ACES Colombia
","de Havilland Canada DHC-6 Twin Otter 300","13/13(0)",13,13,1,"1986"
"2701",1986-05-01,"San Salvador, El Salvador","Military - El Salvador Air Force
","Douglas DC-6","37/37(0)",37,37,1,"1986"
"2702",1986-05-03,"Colombo, Sri Lanka","Air Lanka
","Lockheed L-1011-100","22/150(0)",22,150,0.15,"1986"
"2703",1986-05-03,"Taipei, Taiwan","Military - Republic of China Air Force
","Bell UH-1H / Bell UH-1H (helicopters)","22/22(0)",22,22,1,"1986"
"2704",1986-05-17,"Hanty-Mansijsk, Soviet Union","Aeroflot
","Yakovlev Yak-40","5/5(0)",5,5,1,"1986"
"2705",1986-05-17,"Atlantic City, New Jersey","Air Taxi - Islip Airco Inc.
","Cessna 414A","2/5(0)",2,5,0.4,"1986"
"2706",1986-05-18,"Djibouti, Djibouti","Military - French Naval Aviation
","Dassault Breguet Atlantique","19/19(0)",19,19,1,"1986"
"2707",1986-05-24,"Antananarivo, Madagascar","Military - Armée de l'Air Malgache
","Douglas C-47","13/13(0)",13,13,1,"1986"
"2708",1986-06-10,"Cairo, Egypt","EgyptAir
","Fokker F-27 Friendship 500","23/26(0)",23,26,0.88,"1986"
"2709",1986-06-12,"Port Ellen, Islay Island","Loganair
","de Havilland Canada DHC-6 Twin Otter 300","1/16(0)",1,16,0.06,"1986"
"2710",1986-06-17,"Howard AFB, Panama","Military - U.S. Air Force
","Boeing KC-135A","4/4(0)",4,4,1,"1986"
"2711",1986-06-18,"Grand Canyon, Arizona","Grand Canyon Airlines / Helitech
","de Havilland Can. DHC-6 -300/ Bell 206B","25/25(0)",25,25,1,"1986"
"2712",1986-06-22,"Penza,  Russia","Aeroflot
","Tupolev TU-134A","1/59(0)",1,59,0.02,"1986"
"2713",1986-07-02,"Syktyvar, Russia","Aeroflot
","Tupolev TU-134A","54/94(0)",54,94,0.57,"1986"
"2714",1986-07-10,"Maputo, Mozambique","Military - Zimbabwe Air Force
","Douglas C-47A","17/17(0)",17,17,1,"1986"
"2715",1986-07-26,"Yosemite Nation, California","Air Taxi
","Piper PA-32-260","3/6(0)",3,6,0.5,"1986"
"2716",1986-08-04,"St. Vincent, Leeward Islands","Leeward Islands Air Transport
","de Havilland Canada DHC-6 Twin Otter 300","13/13(0)",13,13,1,"1986"
"2717",1986-08-14,"Wampusirpi, Honduras","Military - Honduran Air Force
","Lockheed C130D","59/59(0)",59,59,1,"1986"
"2718",1986-08-16,"Malakal, Sudan","Sudan Airways
","Fokker F-27 Friendship 400M","60/60(0)",60,60,1,"1986"
"2719",1986-08-21,"Frenchglen, Oregon","Air Taxi
","Cessna T207A","6/6(0)",6,6,1,"1986"
"2720",1986-08-28,"Texarkana, Arkansas","Southwest Airlift
","Howard 250","2/2(0)",2,2,1,"1986"
"2721",1986-08-28,"Lander, Wyoming","Denver Air Center
","Cessna 441 Conquest","7/7(0)",7,7,1,"1986"
"2722",1986-08-31,"Cerritos, California","Aeromexico / Private
","MD Douglas DC-9-32 / Piper PA-28-181","67/67(15)",67,67,1,"1986"
"2723",1986-09-03,"Tullamarine, VIC, Australia","Peninsula Air Services
","Cessna 402","6/6(0)",6,6,1,"1986"
"2724",1986-09-05,"Karachi, Pakistan","Pan American World Airways
","Boeing B-747-121","16/384(1)",16,384,0.04,"1986"
"2725",1986-09-09,"Hopkinsville, Kentucky","Military - U.S. Air Force
","Lockheed C-130A Hercules","3/4(0)",3,4,0.75,"1986"
"2726",1986-09-14,"Amsterdam, Netherlands","Kondair
","Britten-Norman BN-2A Trislander","1/1(0)",1,1,1,"1986"
"2727",1986-09-19,"Mantiqueira, Brazil","Atlantic Southeast Airlines
","Embraer 120RT Brasilia","5/5(0)",5,5,1,"1986"
"2728",1986-10-03,"Manado, Indonesia","East Indonesia Air Taxi
","Shorts SC-7 Skyvan 3-200","13/13(0)",13,13,1,"1986"
"2729",1986-10-04,"San Antonio, Texas","Southern Air Transport
","Lockheed L-100-30 Hercules","3/3(0)",3,3,1,"1986"
"2730",1986-10-14,"Ust-Maya, USSR","Aeroflot
","LET 410MT Turbojet","14/14(0)",14,14,1,"1986"
"2731",1986-10-15,"Valparasoll, Chile","Military - Chilian Navy
","Casa 212-M Aviocar 100","11/11(0)",11,11,1,"1986"
"2732",1986-10-15,"Shiraz, Iran","Iran Air
","Boeing 737-286","3/80(0)",3,80,0.04,"1986"
"2733",1986-10-16,"Fishers Island, New York","Air Taxi - New London Flying Services Inc.
","Piper PA-28-181","2/4(0)",2,4,0.5,"1986"
"2734",1986-10-19,"Komatipoot, South Africa","Government of Mozambique
","Tupolev TU-134A","34/44(0)",34,44,0.77,"1986"
"2735",1986-10-20,"Kuybyshev, Russia","Aeroflot
","Tupolev TU-134A","70/93(0)",70,93,0.75,"1986"
"2736",1986-10-22,"Manhattan, New York","Private - WNBC
","Enstrom F-28F","2/2(0)",2,2,1,"1986"
"2737",1986-10-23,"Peshawar, Pakistan","Pakistan International Airlines
","Fokker F-27 Friendship 600","13/54(0)",13,54,0.24,"1986"
"2738",1986-10-30,"Managua, Nicaragua","Military - Nicaraguan Air Force
","Mil Mi-17 (helicopter)","21/23(0)",21,23,0.91,"1986"
"2739",1986-11-02,"Zahedan, Iran","Military - Iranian Air Force
","Lockheed C-130","103/103(0)",103,103,1,"1986"
"2740",1986-11-06,"Sumburgh Head, Shetlands, Scotland","British International Helicopters
","Boeing-Vertol Chinook","45/47(0)",45,47,0.96,"1986"
"2741",1986-11-25,"Sarowbi, Afghanistan","Military - Afghan Republican Air Force
","Ilyushin IL-18","40/40(0)",40,40,1,"1986"
"2742",1986-12-12,"Berlin, East Germany","Aeroflot
","Tupolev TU-134A","72/82(0)",72,82,0.88,"1986"
"2743",1986-12-15,"Lanzhou, China","CAAC
","Antonov AN-24RV","6/44(0)",6,44,0.14,"1986"
"2744",1986-12-25,"Arar, Saudi Arabia","Iraqi Airways
","Boeing B-737-270C","63/106(0)",63,106,0.59,"1986"
"2745",1986-12-27,"Nasaso, Fiji","Sunflower Airlines
","de Havilland DH-114 Heron 2B","11/14(0)",11,14,0.79,"1986"
"2746",1987-01-02,"Bata, Equatorial Guinea","Military - Spanish Air Force.
","CASA 212-100","22/22(0)",22,22,1,"1987"
"2747",1987-01-03,"Abidjan, Ivory Coast","Varig
","Boeing B-707-379C","50/51(0)",50,51,0.98,"1987"
"2748",1987-01-12,"Toronto, Canada","Trillium Air
","Britten-Norman BN-2A-20 Islander","1/3(0)",1,3,0.33,"1987"
"2749",1987-01-13,"Asmara, Ethiopia","Military - Ethiopian Air Force
","Antonov AN-12","54/54(0)",54,54,1,"1987"
"2750",1987-01-15,"Salt Lake City, Utah","Skywest Airlines / Private.
","Swearingen SA-226TC / Mooney M-20C","10/10(0)",10,10,1,"1987"
"2751",1987-01-16,"Tashkent, Uzbekistan","Aeroflot
","Yakovlev YAK-40","9/9(0)",9,9,1,"1987"
"2752",1987-01-16,"Cima, California","California Air Charter
","Cessna 208 Caravan I","1/1(0)",1,1,1,"1987"
"2753",1987-01-30,"Monrovia, Liberia","Air Reconnaissance Unit of Liberia
","Cessna U-27A Caravan I","16/18(0)",16,18,0.89,"1987"
"2754",1987-02-05,"Jakiri, Cameroon","Aero France
","Learjet 55","11/11(0)",11,11,1,"1987"
"2755",1987-02-06,"Papua, New Guinea","Talair
","Embraer 110P2 Bandeirante","14/17(0)",14,17,0.82,"1987"
"2756",1987-02-09,"Khost, Afghanistan","Military - Afghan Republican Air Force
","Antonov AN-26","36/36(0)",36,36,1,"1987"
"2757",1987-02-14,"Durango, Mexico","Skyworld Airlines (Ports of Call Inc.)
","Boeing B-707-323B","1/135(0)",1,135,0.01,"1987"
"2758",1987-03-04,"Detroit, Michigan","Northwest Airlink
","CASA 212 Aviocar 200","9/22(0)",9,22,0.41,"1987"
"2759",1987-03-06,"Almaty, Kazakhstan","Aeroflot
","Antonov An-26","9/9(0)",9,9,1,"1987"
"2760",1987-03-13,"Spokane, Washington","Military - U.S. Air Force
","Boeing KC-135","6/6(1)",6,6,1,"1987"
"2761",1987-03-21,"Mount San Gorgonio, California","California Air National Guard
","F-4C Phantom jet fighter","2/2(0)",2,2,1,"1987"
"2762",1987-03-27,"Eagle, Colorado","Connie Kalitta Services
","Learjet 24A","3/3(0)",3,3,1,"1987"
"2763",1987-03-30,"Parachinar, Pakistan","Military - Afghan Republican Air Force
","Antonov AN-26","40/40(0)",40,40,1,"1987"
"2764",1987-04-01,"Anchorage, Alaska","Air Taxi
","Cessna 402","2/2(0)",2,2,1,"1987"
"2765",1987-04-02,"Skien, Norway","Scanex Air
","Beechcraft King Air C90","10/10(0)",10,10,1,"1987"
"2766",1987-04-04,"Medan-Polonia, Indonesia","Garuda Indonesia Airlines
","McDonnell Douglas DC-9-32","27/45(0)",27,45,0.6,"1987"
"2767",1987-04-13,"Kansas City, Kansas","Burlington Air Express
","Boeing 707-351C","4/4(0)",4,4,1,"1987"
"2768",1987-04-23,"Wilmington, North Carolina","Air-Lift Commuter
","Swearingen SA-26TC Metro II","2/2(0)",2,2,1,"1987"
"2769",1987-05-05,"Malakal, Sudan","Sasco Air Lines
","Cessna 404 Titan II","13/13(0)",13,13,1,"1987"
"2770",1987-05-08,"Mayaguez, Puerto Rico","American Eagle
","CASA 212 Aviocar 200","2/6(0)",2,6,0.33,"1987"
"2771",1987-05-09,"Warsaw, Poland","LOT Polish Airlines
","Ilyushin IL-62M","183/183(0)",183,183,1,"1987"
"2772",1987-05-11,"Pickle Lake, Ontario, Canada","Air Manitoba
","Douglas C-47B","2/2(0)",2,2,1,"1987"
"2773",1987-05-13,"Sayre, Pennsylvania","Air Taxi
","Piper PA-32-300","2/3(0)",2,3,0.67,"1987"
"2774",1987-05-19,"Santa Cruz, Bolivia","YPFB Transportes Aereos
","de Havilland Canada DHC-6 Twin Otter 300","14/16(0)",14,16,0.88,"1987"
"2775",1987-05-23,"Ruteng, Indonesia","Merpati Nusantara Airlines
","de Havilland Canada DHC-6 Twin Otter 300","8/8(0)",8,8,1,"1987"
"2776",1987-05-25,"Ilaga, Indonesia","Missionary Aviation Fellowship
","de Havilland Canada DHC-6 Twin Otter 100","6/30(0)",6,30,0.2,"1987"
"2777",1987-05-30," Lübeck , Germany","Travel Air Flug
","Cessna 501 Citation","2/4(0)",2,4,0.5,"1987"
"2778",1987-06-05,"Bolivar State, Venezuela","Rutaca
","Britten-Norman BN-2A Islander","10/10(0)",10,10,1,"1987"
"2779",1987-06-11,"Khost, Afghanistan","Bakhtar Afghan Airlines
","Antonov AN-26","53/53(0)",53,53,1,"1987"
"2780",1987-06-18,"Montelillo, Peru","Military - Peruvian Air Force
","Antonov AN-26","46/46(0)",46,46,1,"1987"
"2781",1987-06-19,"Berdiansk, USSR","Aeroflot
","Yakovlev YAK-40","8/29(0)",8,29,0.28,"1987"
"2782",1987-06-21,"Heho, Burma","Burma Airways
","Fokker F-27 Friendship 200","45/45(0)",45,45,1,"1987"
"2783",1987-06-26,"Baguio, Philippines","Philippine Air Lines
","Hawker Siddeley HS-748-209 Srs. 2","50/50(0)",50,50,1,"1987"
"2784",1987-07-01,"Fort Bragg AFB, North Carolina","Military - U.S. Air Force
","Lockheed C-130E Hercules","4/6(1)",4,6,0.67,"1987"
"2785",1987-07-24,"Geneva, Switzerland","Air Afrique
","McDonnell Douglas DC-10-30","1/163(0)",1,163,0.01,"1987"
"2786",1987-07-30,"Mexico City, Mexico","Belize Air International Ltd.
","Boeing B-377 Stratofreighter","5/12(44)",5,12,0.42,"1987"
"2787",1987-07-31,"Guatemala City, Guatemala","DHL
","Learjet 23A","2/3(0)",2,3,0.67,"1987"
"2788",1987-08-04,"Calama, Chile","LAN
","Boeing B-737-2A1","2/33(0)",2,33,0.06,"1987"
"2789",1987-08-16,"Romulus, Michigan","Northwest Airlines
","McDonnell Douglas MD-82","154/155(2)",154,155,0.99,"1987"
"2790",1987-08-18,"Auturn, France","Oxaero Ltd.
","Piper PA-31-350 Navajo","4/7(0)",4,7,0.57,"1987"
"2791",1987-08-31,"Ko Phuket, Thailand","Thai Airways
","Boeing B-737-2P5","83/83(0)",83,83,1,"1987"
"2792",1987-09-08,"Carajas, Brazil","Military - Brazilian Air Force
","Hawker Siddeley HS-125-403B","9/9(0)",9,9,1,"1987"
"2793",1987-09-13,"Kunduz, Afghanistan","Aeroflot
","Antonov AN-26","15/15(0)",15,15,1,"1987"
"2794",1987-09-21,"Hailey, Idaho","Air Taxi
","Cessna T210L","3/3(0)",3,3,1,"1987"
"2795",1987-09-21,"Luxor, Egypt","EgyptAir
","Airbus A.300B4-203","5/5(0)",5,5,1,"1987"
"2796",1987-10-11,"El Poleo, Colombia","Aeroejecutivos Colombia
","de Havilland Canada DHC-6 Twin Otter 310","2/9(0)",2,9,0.22,"1987"
"2797",1987-10-11,"Pagan, Myanmar","Burma Airways
","Fokker F-27 Friendship 500","49/49(0)",49,49,1,"1987"
"2798",1987-10-15,"Mt. Crezzo, Italy","Aero Transporti Italiani
","Aerospatiale Alenia ATR-42-312","37/37(0)",37,37,1,"1987"
"2799",1987-10-19,"Komsomolsk-on-Amur, Russia","MAP
","Antonov An-12B","9/9(0)",9,9,1,"1987"
"2800",1987-10-20,"Indianapolis, Indiana","Military - U.S. Air Force
","A-7D Corsair","10/11(10)",10,11,0.91,"1987"
"2801",1987-11-04,"Bellingham, Washington","Air Taxi - Flying School of the Cascades Inc.
","Cessna 310 N","4/4(0)",4,4,1,"1987"
"2802",1987-11-06,"Ulongue, Malawi","Air Malawi
","Shorts SC-7 Skyvan 3-100","10/10(0)",10,10,1,"1987"
"2803",1987-11-10,"Ross River, Canada","Kenn Borek Air
","de Havilland Canada DHC-4A Caribou","2/4(0)",2,4,0.5,"1987"
"2804",1987-11-15,"Denver, Colorado","Continental Airlines
","McDonnell Douglas DC-9-14","28/82(0)",28,82,0.34,"1987"
"2805",1987-11-23,"Homer, Alaska","Ryan Air Services
","Beechcraft 1900C","18/21(0)",18,21,0.86,"1987"
"2806",1987-11-27,"Kaikoura, New Zealand","Flynn's Ferry Service
","Cessna 208 Caravan I","2/2(0)",2,2,1,"1987"
"2807",1987-11-28,"Mauritius, Indian Ocean","South African Airways
","Boeing B-747-244B Combi","159/159(0)",159,159,1,"1987"
"2808",1987-11-29,"Over the Andaman Sea","Korean Airlines
","Boeing B-707-3B5C","115/115(0)",115,115,1,"1987"
"2809",1987-12-03,"Kishwati, Rwanda","Cooper Skybird Air Charters
","Cessna 404 Titan","14/14(0)",14,14,1,"1987"
"2810",1987-12-07,"San Luis Obispo, California","Pacific Southwest Airlines
","British Aerospace BAe-146-200A","43/43(0)",43,43,1,"1987"
"2811",1987-12-08,"Kanabea, Papua New Guinea","Talair
","Britten-Norman BN-2A-2 Islander","1/4(0)",1,4,0.25,"1987"
"2812",1987-12-08,"Lima, Peru","Military - Peruvian Naval Aviation
","Fokker F-27 Friendship 400M","42/43(0)",42,43,0.98,"1987"
"2813",1987-12-13,"Iligan, Philippines","Philippine Air Lines
","Shorts 360-300","15/15(0)",15,15,1,"1987"
"2814",1987-12-14,"Vila dos Remidos, Brazil","Military - Brazilian Air Force
","Lockheed C-130H","29/29(0)",29,29,1,"1987"
"2815",1987-12-21,"Bordeaux, France","Air Littoral
","Embraer 120 Brasilia","16/16(0)",16,16,1,"1987"
"2816",1987-12-21,"Eugene Island","Air Taxi - Petroleum Helicopters Inc.
","Aerospatiale SA-330J","15/15(0)",15,15,1,"1987"
"2817",1987-12-22,"Chadron, Nebraska","Air Taxi
","Cessna 402C","2/3(0)",2,3,0.67,"1987"
"2818",1987-12-23,"Kenai, Alaska","Southcentral Air
","Piper PA-31-350 Navajo","6/8(0)",6,8,0.75,"1987"
"2819",1987-12-23,"Maunaloa, Hawaii","Panorama Air Tour
","Piper PA-31-350 Navajo","8/8(0)",8,8,1,"1987"
"2820",1987-12-30,"Pacific Ocean","Merpati Nasantara Airlines
","de Havilland Canada DHC-6 Twin Otter 300","17/17(0)",17,17,1,"1987"
"2821",1988-01-02,"Izmir, Turkey","Condor Flugdienst
","Boeing B-737-230A","16/16(0)",16,16,1,"1988"
"2822",1988-01-08,"Monroe, Louisiana","Phoenix Air
","Learjet 36A","2/2(0)",2,2,1,"1988"
"2823",1988-01-18,"Chungking, Sichuan, China","China Southwest Airlines
","Ilyushin IL-18D","108/108(0)",108,108,1,"1988"
"2824",1988-01-18,"Krosnovodsk, USSR","Aeroflot
","Tupolev TU 154B-2","11/143(0)",11,143,0.08,"1988"
"2825",1988-01-18,"Mt. Colorado, Bolivia","ETA - Empresa Transportes Aéreos
","Curtiss C-46A-55","9/9(0)",9,9,1,"1988"
"2826",1988-01-19,"Bayfield, Colorado","Trans Colorado AL / Continental Express
","Swearingen SA.227AC Metro","9/17(0)",9,17,0.53,"1988"
"2827",1988-01-19,"Green Island, Taiwan","Taiwan Airlines
","Britten-Norman BN-2A-26 Trislander","10/11(0)",10,11,0.91,"1988"
"2828",1988-01-24,"Nizhnevartovsk, Russia","Aeroflot
","Yakovlev YAK-40","27/31(0)",27,31,0.87,"1988"
"2829",1988-02-01,"Panama","Fuerza Aérea Panamena
","CASA 212 Aviocar 200","16/16(0)",16,16,1,"1988"
"2830",1988-02-03,"Helena, Montana","Air Taxi - Minuteman Aviation Inc.
","Cessna 421A","3/3(0)",3,3,1,"1988"
"2831",1988-02-08,"Mulheim, Germany","NFD - Nurnberger Flugdienst
","Swearingen SA.227AC Metro III","21/21(0)",21,21,1,"1988"
"2832",1988-02-19,"Cary, North Carolina","AV Air / American Eagle
","Swearingen SA227-AC","12/12(0)",12,12,1,"1988"
"2833",1988-02-27,"Ercan, Cyprus","Talia Airways
","Boeing B-727-2H9A","15/15(0)",15,15,1,"1988"
"2834",1988-02-27,"Surgut, Russia","Aeroflot
","Tupolev TU-134A","20/51(0)",20,51,0.39,"1988"
"2835",1988-03-01,"Johannesburg, South Africa","Commercial Airways (Comair)
","Embraer 110P1 Bandeirante","17/17(0)",17,17,1,"1988"
"2836",1988-03-04,"Fontainebleau, France","Transport Arien Transregional
","Fairchild FH-227B","23/23(0)",23,23,1,"1988"
"2837",1988-03-06,"Quito, Ecuador","Military - Ecuadorian Air Force
","Rockwell Sabreliner 40","11/11(0)",11,11,1,"1988"
"2838",1988-03-08,"Clarksville, Tennessee","Military - U.S. Army
","Sikorsky UH-60A / Sikorsky UH-60A","17/17(0)",17,17,1,"1988"
"2839",1988-03-17,"Cucuta, N of  Santander, Colombia","AVIANCA
","Boeing B-727-21","143/143(0)",143,143,1,"1988"
"2840",1988-03-31,"Cairo, Egypt","Arax Airlines
","Douglas DC-8-55F","4/4(0)",4,4,1,"1988"
"2841",1988-04-05,"Combi, Cyprus","Kuwait Airways
","Boeing B-747-200","2/112(0)",2,112,0.02,"1988"
"2842",1988-04-10,"Mazâr-e Charif, Afghanistan","Military - Afghan Republican Air Force
","Antonov AN-26","29/29(0)",29,29,1,"1988"
"2843",1988-04-12,"Hennenman, South Africa","United Airways
","Douglas DC-3C","24/24(0)",24,24,1,"1988"
"2844",1988-04-16,"St. Just, France","Chaillotine Air Service
","Mitsubishi MU-2L Marquise","6/6(0)",6,6,1,"1988"
"2845",1988-04-19,"Bagdarin, USSR","Aeroflot
","Let 410UVP Turolet","17/17(0)",17,17,1,"1988"
"2846",1988-04-27,"Tchamulate, Angola","Military - Cuban Air Force
","Antonov AN-26","29/29(0)",29,29,1,"1988"
"2847",1988-04-28,"Maui, Hawaii","Aloha Airlines
","Boeing B-737-297","1/95(0)",1,95,0.01,"1988"
"2848",1988-05-06,"Broennoysund, Norway","Wideroe's Flyveselksap
","de Havilland Canada DHC-7-102","36/36(0)",36,36,1,"1988"
"2849",1988-05-18,"Swentna, Alaska","Jay Hawk Air - Air Taxi
","Piper PA-32-260","3/3(0)",3,3,1,"1988"
"2850",1988-05-24,"New Orleans, Louisiana","TACA
","Boeing B-737-3T0","0/45(0)",0,45,0,"1988"
"2851",1988-05-26,"Puerto Limon, Costa Rica","Aeronica
","Douglas DC-6","6/6(0)",6,6,1,"1988"
"2852",1988-05-26,"Hannover, Germany","Starair
","Fokker F-27 Friendship 600","2/2(0)",2,2,1,"1988"
"2853",1988-06-03,"Quito, Ecuador","North American Sabreliner 40
","Military - Ecudorian Air Force","11/11(0)",11,11,1,"1988"
"2854",1988-06-08,"Greenville, Mississippi","Military - U.S. Air Force
","Lockheed C-130E Hercules","6/6(0)",6,6,1,"1988"
"2855",1988-06-12,"Posadas, Argentina","Austral Lineas Aeras (Argentina)
","McDonnell Douglas MD-81","22/22(0)",22,22,1,"1988"
"2856",1988-06-18,"Central Mozambique","Military - Mozambique Air Force
","Mil Mi-8 (helicopter)","21/25(0)",21,25,0.84,"1988"
"2857",1988-06-26,"Habsheim, France","Air France
","Airbus A320-111","3/136(0)",3,136,0.02,"1988"
"2858",1988-07-03,"Over the Persian Gulf, near Bandar Abbas, Iran","Iran Air
","Airbus A300B2-203","290/290(0)",290,290,1,"1988"
"2859",1988-07-06,"Barranquilla, Colombia","Lineas Aéreas Suramericanas
","Canadair CL-44J","8/8(0)",8,8,1,"1988"
"2860",1988-07-20,"Golden Meadow, Louisiana","TACA
","Douglas C-118A","3/3(0)",3,3,1,"1988"
"2861",1988-07-21,"Lagos, Nigeria","Angola Air Charter
","Boeing 707-328C","6/6(0)",6,6,1,"1988"
"2862",1988-07-26,"Morristown, New Jersey","Northeast Jet
","Learjet 35A","1/2(0)",1,2,0.5,"1988"
"2863",1988-07-30,"Liscomb Bay, Alaska","Air Taxi - Temesco Helicopters Inc.
","Cessna CE185","3/3(0)",3,3,1,"1988"
"2864",1988-08-02,"Reykjavik, Iceland","Geoterrex
","CASA 212 Aviocar 200","3/3(0)",3,3,1,"1988"
"2865",1988-08-02,"Sofia, Bulgaria","Balkan Bulgarian Airlines
","Yakovlev YAK-40","28/37(0)",28,37,0.76,"1988"
"2866",1988-08-15,"Northern Afghanistan","Military - Afghan Republican Air Force
","Antonov AN-22","39/39(0)",39,39,1,"1988"
"2867",1988-08-17,"Bahawalpur, Pakistan","Military - Pakistan Air Force
","Lockheed C-130B Hercules","30/30(0)",30,30,1,"1988"
"2868",1988-08-19,"Duncan Town, Bahamas","MD Air Services
","Partenavia P-68C","6/6(0)",6,6,1,"1988"
